,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome
1533,32,blue-collar,single,secondary,no,1721,yes,no,unknown,21,may,650,2,-1,0,unknown
1250,33,management,divorced,secondary,no,1897,yes,yes,unknown,2,jun,197,1,-1,0,unknown
3606,29,services,married,secondary,no,308,yes,no,unknown,28,may,75,1,-1,0,unknown
1555,34,entrepreneur,married,tertiary,no,412,yes,yes,cellular,8,jul,164,1,-1,0,unknown
15,40,management,married,tertiary,no,194,no,yes,cellular,29,aug,189,2,-1,0,unknown
401,28,blue-collar,single,secondary,no,517,no,yes,cellular,8,jul,681,1,-1,0,unknown
2125,52,technician,married,secondary,no,3554,no,yes,cellular,8,jul,89,1,-1,0,unknown
784,27,blue-collar,single,secondary,no,5,yes,no,unknown,19,may,205,3,-1,0,unknown
793,49,management,divorced,tertiary,no,1405,no,no,unknown,8,jun,29,1,-1,0,unknown
1017,49,blue-collar,married,secondary,no,-454,yes,no,cellular,14,may,558,1,-1,0,unknown
1942,66,management,married,tertiary,no,2169,no,no,cellular,7,jul,282,1,-1,0,unknown
389,35,services,married,secondary,no,109,yes,no,unknown,6,may,597,3,-1,0,unknown
99,31,unemployed,single,primary,no,406,no,no,cellular,4,feb,736,1,-1,0,unknown
3494,50,blue-collar,married,primary,no,-1,no,no,cellular,19,aug,195,2,-1,0,unknown
2683,33,housemaid,married,primary,no,212,yes,no,cellular,11,jul,260,2,-1,0,unknown
2451,57,admin.,married,secondary,no,3927,no,no,cellular,13,oct,61,1,-1,0,unknown
1723,45,blue-collar,married,primary,no,97,yes,no,unknown,7,may,923,3,-1,0,unknown
4068,30,blue-collar,single,secondary,no,6900,no,no,cellular,21,nov,816,1,-1,0,unknown
20,38,management,divorced,unknown,no,0,yes,no,cellular,18,nov,96,2,-1,0,unknown
2774,37,self-employed,married,tertiary,no,0,no,no,unknown,6,jun,143,1,-1,0,unknown
732,50,management,married,tertiary,no,3463,no,yes,cellular,28,oct,96,1,-1,0,unknown
2495,38,self-employed,single,tertiary,no,917,yes,no,unknown,23,may,260,1,-1,0,unknown
4269,45,blue-collar,married,primary,no,185,yes,no,cellular,29,jan,249,3,-1,0,unknown
2924,49,blue-collar,married,secondary,no,2039,yes,no,cellular,6,may,451,1,169,2,failure
3117,30,blue-collar,single,secondary,no,2145,yes,no,cellular,18,may,727,2,-1,0,unknown
4028,52,admin.,single,unknown,no,2227,no,no,cellular,24,feb,242,2,-1,0,unknown
3516,49,housemaid,divorced,primary,no,198,yes,no,unknown,13,may,205,3,-1,0,unknown
3985,43,blue-collar,married,primary,no,188,yes,no,cellular,12,may,58,3,347,5,failure
1352,23,student,single,secondary,no,1021,no,no,telephone,19,jun,79,9,-1,0,unknown
2944,45,management,married,tertiary,no,242,no,no,cellular,30,apr,587,1,-1,0,unknown
2728,60,admin.,married,secondary,no,-396,yes,no,cellular,11,may,443,1,350,1,failure
637,31,self-employed,married,secondary,no,33,no,no,cellular,6,aug,165,4,-1,0,unknown
61,63,retired,married,secondary,no,415,yes,no,cellular,7,oct,323,1,-1,0,unknown
1000,34,technician,married,secondary,no,209,yes,yes,cellular,8,apr,375,2,-1,0,unknown
1380,41,blue-collar,married,secondary,no,121,yes,no,cellular,13,may,16,6,176,5,other
133,48,admin.,married,unknown,no,0,yes,no,cellular,8,may,85,1,168,2,failure
893,49,management,single,secondary,no,61,yes,no,cellular,29,jan,185,2,246,1,failure
1553,34,blue-collar,married,secondary,no,3990,yes,no,cellular,24,jul,633,7,-1,0,unknown
4445,46,blue-collar,married,primary,no,258,yes,no,unknown,27,may,217,1,-1,0,unknown
3691,38,management,single,tertiary,no,5244,no,no,cellular,8,aug,310,4,-1,0,unknown
3635,32,management,married,tertiary,no,553,yes,no,cellular,22,jul,72,1,-1,0,unknown
3750,79,retired,divorced,unknown,no,2628,no,no,telephone,8,jul,220,7,450,2,failure
2754,34,blue-collar,married,secondary,no,247,yes,yes,unknown,26,may,193,5,-1,0,unknown
2983,53,retired,married,secondary,no,1278,yes,no,telephone,15,jul,174,3,-1,0,unknown
3026,39,management,divorced,tertiary,no,26,no,no,unknown,18,jun,311,5,-1,0,unknown
1616,60,retired,married,primary,no,71,no,no,cellular,10,jul,121,3,-1,0,unknown
1431,59,retired,single,secondary,no,351,yes,no,unknown,27,may,1063,5,-1,0,unknown
797,58,management,married,secondary,no,111,no,no,telephone,24,mar,58,2,-1,0,unknown
3994,54,entrepreneur,married,unknown,no,1956,no,no,cellular,19,nov,221,5,-1,0,unknown
4147,30,services,married,secondary,no,227,no,yes,unknown,3,jun,23,1,-1,0,unknown
2653,45,blue-collar,single,secondary,no,0,yes,no,cellular,26,apr,1472,1,192,4,failure
3246,33,blue-collar,married,secondary,no,-241,yes,yes,unknown,27,may,169,1,-1,0,unknown
2868,40,services,married,secondary,no,771,yes,no,cellular,15,may,173,4,-1,0,unknown
1902,34,technician,single,secondary,no,318,no,yes,cellular,25,jul,239,5,-1,0,unknown
2342,39,blue-collar,married,primary,no,385,yes,no,unknown,16,may,225,4,-1,0,unknown
3678,46,management,divorced,secondary,no,558,no,no,cellular,19,aug,126,6,-1,0,unknown
942,36,management,married,tertiary,no,222,yes,no,cellular,6,may,317,1,169,2,failure
4185,31,management,married,tertiary,no,271,no,no,cellular,18,nov,89,1,-1,0,unknown
475,57,blue-collar,married,primary,no,452,yes,no,unknown,13,may,139,4,-1,0,unknown
1050,36,blue-collar,married,secondary,no,0,no,no,unknown,20,jun,332,3,-1,0,unknown
1149,59,retired,married,secondary,no,1173,no,no,unknown,9,jun,77,2,-1,0,unknown
638,35,blue-collar,divorced,secondary,no,275,no,yes,cellular,10,jul,144,5,-1,0,unknown
1028,31,admin.,married,secondary,no,0,yes,yes,unknown,6,may,144,2,-1,0,unknown
4166,42,technician,single,unknown,no,344,yes,no,unknown,3,jun,26,7,-1,0,unknown
406,41,technician,married,tertiary,no,744,yes,no,unknown,14,may,125,1,-1,0,unknown
333,32,services,married,primary,no,228,yes,no,cellular,21,jul,1017,6,-1,0,unknown
4171,42,blue-collar,married,primary,no,969,yes,no,cellular,13,may,721,1,-1,0,unknown
717,40,management,married,tertiary,no,10786,no,no,unknown,20,jun,111,3,-1,0,unknown
2796,56,admin.,married,secondary,no,1270,yes,no,cellular,17,nov,80,2,165,2,other
2934,41,services,married,unknown,no,88,yes,no,cellular,11,may,105,1,336,2,failure
1095,36,technician,married,secondary,no,300,no,no,unknown,9,jun,287,1,-1,0,unknown
2340,27,admin.,married,secondary,no,132,no,no,cellular,13,oct,123,2,-1,0,unknown
3126,52,blue-collar,married,primary,no,2,no,no,unknown,9,jun,70,3,-1,0,unknown
2507,42,unemployed,single,secondary,no,2613,yes,no,cellular,30,jul,174,6,-1,0,unknown
1056,63,entrepreneur,married,secondary,no,3904,no,no,telephone,4,aug,250,2,187,2,success
1026,46,admin.,married,secondary,no,1069,yes,no,unknown,8,may,45,2,-1,0,unknown
3139,34,technician,single,secondary,no,1076,no,no,cellular,8,aug,70,2,-1,0,unknown
222,49,blue-collar,married,primary,no,365,no,no,unknown,26,may,59,2,-1,0,unknown
4340,47,blue-collar,married,secondary,no,2548,yes,no,cellular,11,may,577,1,368,1,other
1832,40,services,divorced,secondary,no,-81,no,yes,cellular,23,jul,186,1,-1,0,unknown
4422,37,services,divorced,primary,no,260,yes,no,cellular,17,apr,446,2,-1,0,unknown
4362,40,technician,married,secondary,no,697,no,no,cellular,24,jun,220,2,219,2,other
1239,28,blue-collar,single,secondary,no,4229,yes,yes,cellular,5,may,205,2,-1,0,unknown
2351,52,unknown,married,unknown,no,1317,no,no,unknown,12,jun,58,1,-1,0,unknown
4063,32,technician,married,secondary,no,485,no,no,cellular,26,aug,98,14,-1,0,unknown
2595,31,services,single,secondary,no,85,no,no,cellular,16,jul,151,1,-1,0,unknown
1485,29,technician,single,secondary,no,113,no,no,cellular,12,feb,328,2,183,4,success
1846,51,self-employed,married,secondary,no,95,yes,no,cellular,23,jul,1309,4,-1,0,unknown
3194,28,management,single,unknown,no,81,no,yes,cellular,8,jul,158,1,-1,0,unknown
2877,49,admin.,married,primary,no,169,yes,no,cellular,15,may,82,3,-1,0,unknown
127,45,technician,single,secondary,no,586,no,yes,cellular,28,jul,32,3,-1,0,unknown
196,27,blue-collar,single,secondary,no,5563,yes,no,unknown,30,may,435,2,-1,0,unknown
4200,49,management,single,primary,no,548,no,no,telephone,31,jul,115,6,-1,0,unknown
2648,51,blue-collar,married,secondary,no,397,yes,no,cellular,20,aug,293,2,-1,0,unknown
73,41,services,married,tertiary,no,412,yes,no,unknown,3,jun,154,5,-1,0,unknown
1285,54,services,married,secondary,no,386,yes,no,cellular,2,aug,155,2,-1,0,unknown
3491,47,management,married,tertiary,no,2306,no,no,telephone,6,aug,239,4,-1,0,unknown
1640,39,management,married,tertiary,no,12,yes,no,unknown,23,may,130,1,-1,0,unknown
3397,36,admin.,married,secondary,no,998,yes,no,unknown,14,may,1044,2,-1,0,unknown
2251,37,management,married,tertiary,no,238,no,no,cellular,3,feb,185,1,92,1,success
1022,31,blue-collar,married,secondary,no,1243,yes,no,unknown,21,may,32,1,-1,0,unknown
396,34,admin.,married,secondary,no,613,yes,no,cellular,4,jun,80,1,-1,0,unknown
1058,32,management,married,tertiary,no,1390,no,no,cellular,7,aug,116,2,-1,0,unknown
3949,38,housemaid,married,primary,no,21,no,no,cellular,26,aug,634,2,-1,0,unknown
3159,35,admin.,married,secondary,no,725,yes,no,cellular,20,nov,219,7,133,1,failure
2926,33,blue-collar,married,tertiary,no,1465,no,no,cellular,19,aug,98,4,-1,0,unknown
1266,54,unknown,married,unknown,no,895,no,no,cellular,7,oct,335,1,-1,0,unknown
1503,56,retired,married,secondary,no,-113,yes,yes,cellular,12,aug,614,2,-1,0,unknown
3060,52,admin.,married,secondary,no,0,no,no,cellular,22,apr,91,2,275,1,failure
238,57,housemaid,married,primary,no,7082,no,no,unknown,6,jun,69,3,-1,0,unknown
98,36,blue-collar,divorced,secondary,no,2843,no,no,cellular,12,feb,473,1,182,1,success
1794,56,admin.,divorced,secondary,yes,-435,yes,yes,unknown,9,may,185,2,-1,0,unknown
55,48,admin.,married,secondary,no,3064,yes,no,telephone,15,jul,159,2,-1,0,unknown
4273,40,management,married,secondary,no,99,no,no,cellular,9,feb,15,5,-1,0,unknown
1041,39,admin.,divorced,secondary,no,2903,yes,yes,telephone,25,jul,259,2,-1,0,unknown
1590,54,blue-collar,married,unknown,no,191,no,no,cellular,4,aug,753,2,-1,0,unknown
1005,41,management,married,tertiary,no,10758,yes,no,cellular,1,jun,288,1,-1,0,unknown
1105,41,management,married,tertiary,no,2885,no,no,cellular,19,nov,40,1,-1,0,unknown
1563,55,entrepreneur,married,secondary,no,204,no,no,cellular,14,jul,455,13,-1,0,unknown
2068,47,technician,married,secondary,no,1167,yes,no,cellular,30,apr,968,1,87,5,failure
3996,34,management,married,secondary,no,-294,yes,no,unknown,27,may,532,2,-1,0,unknown
1349,83,retired,married,primary,no,425,no,no,telephone,22,jun,883,1,140,1,failure
4189,30,technician,single,tertiary,no,699,yes,no,cellular,11,aug,213,4,-1,0,unknown
1428,42,services,married,secondary,no,292,yes,no,cellular,11,may,222,3,-1,0,unknown
4123,47,blue-collar,divorced,primary,no,126,yes,no,unknown,3,jun,2456,2,-1,0,unknown
192,30,management,single,tertiary,no,1372,no,no,cellular,20,nov,240,2,-1,0,unknown
217,30,blue-collar,married,secondary,no,975,yes,no,cellular,13,may,256,2,351,2,failure
327,35,entrepreneur,single,tertiary,no,145,yes,no,cellular,18,jul,799,2,-1,0,unknown
3582,36,management,married,tertiary,no,0,yes,no,unknown,27,may,145,2,-1,0,unknown
335,47,management,divorced,tertiary,no,447,no,yes,unknown,7,may,126,1,-1,0,unknown
377,37,management,married,tertiary,no,393,yes,no,cellular,14,may,567,3,275,4,failure
4278,35,admin.,single,secondary,no,1810,yes,no,cellular,25,may,65,2,-1,0,unknown
3128,57,blue-collar,married,primary,yes,195,no,yes,telephone,30,jul,185,4,-1,0,unknown
3405,55,admin.,married,secondary,no,1102,yes,no,unknown,15,may,126,2,-1,0,unknown
3038,49,services,married,secondary,no,2201,yes,no,unknown,15,may,233,3,-1,0,unknown
3043,40,blue-collar,married,primary,no,1397,yes,no,telephone,12,may,58,2,334,1,failure
1004,24,blue-collar,married,secondary,no,204,yes,yes,cellular,17,apr,229,3,-1,0,unknown
2178,30,technician,married,secondary,no,371,no,no,cellular,7,aug,124,2,-1,0,unknown
3039,63,retired,married,primary,no,8044,no,no,cellular,12,nov,702,1,-1,0,unknown
1182,38,management,married,tertiary,no,126,yes,no,unknown,21,may,164,2,-1,0,unknown
2144,29,blue-collar,married,secondary,no,-478,no,yes,cellular,8,jul,528,2,-1,0,unknown
174,42,management,married,tertiary,no,9009,no,no,cellular,20,nov,135,2,-1,0,unknown
2335,33,admin.,single,tertiary,no,490,yes,no,cellular,7,may,31,1,363,2,failure
1411,35,blue-collar,single,secondary,no,0,yes,no,cellular,16,apr,1174,1,345,4,other
2666,31,management,single,tertiary,no,574,yes,no,cellular,16,jul,410,2,-1,0,unknown
2965,35,blue-collar,married,primary,no,3587,yes,no,unknown,30,may,148,4,-1,0,unknown
3674,39,management,single,tertiary,no,0,yes,no,cellular,12,may,561,4,369,3,failure
207,29,technician,married,secondary,no,1599,yes,no,cellular,8,jul,115,1,61,1,failure
2136,34,management,married,tertiary,no,0,yes,no,unknown,8,may,214,2,-1,0,unknown
3928,47,blue-collar,married,secondary,no,5306,yes,no,unknown,15,may,322,1,-1,0,unknown
4064,33,technician,single,tertiary,no,125,no,no,telephone,29,aug,66,2,-1,0,unknown
4194,32,services,single,secondary,no,133,no,no,cellular,15,apr,171,1,-1,0,unknown
1361,27,admin.,single,tertiary,no,73,no,no,cellular,29,jan,242,1,-1,0,unknown
255,55,blue-collar,married,secondary,no,989,yes,yes,unknown,23,may,246,4,-1,0,unknown
2966,36,management,married,tertiary,no,254,no,no,unknown,6,jun,161,3,-1,0,unknown
3430,30,technician,single,tertiary,no,1922,yes,no,cellular,18,may,546,1,-1,0,unknown
19,31,services,married,secondary,no,132,no,no,cellular,7,jul,148,1,152,1,other
2459,46,housemaid,married,primary,no,0,no,no,telephone,2,feb,161,1,-1,0,unknown
4374,45,services,divorced,primary,no,3854,yes,no,unknown,20,jun,10,3,-1,0,unknown
4365,33,management,married,tertiary,no,150,no,no,cellular,21,aug,151,2,-1,0,unknown
1935,46,entrepreneur,married,secondary,no,757,no,no,unknown,16,jun,382,3,-1,0,unknown
3005,60,admin.,married,secondary,no,3735,no,no,cellular,22,dec,190,1,188,9,success
2476,45,technician,married,secondary,no,2571,no,no,unknown,18,jun,146,2,-1,0,unknown
2064,36,management,single,tertiary,no,2806,yes,no,unknown,30,may,358,4,-1,0,unknown
582,31,admin.,married,secondary,no,236,yes,yes,telephone,4,may,211,3,-1,0,unknown
1409,31,blue-collar,married,secondary,no,0,yes,no,unknown,5,may,143,1,-1,0,unknown
2809,57,retired,married,primary,no,75,no,no,cellular,28,aug,118,2,-1,0,unknown
2438,39,management,married,tertiary,no,691,yes,yes,cellular,16,apr,517,1,255,1,failure
565,40,technician,married,secondary,no,56,yes,yes,cellular,29,jan,194,1,247,1,failure
2432,33,technician,divorced,tertiary,no,39,no,no,cellular,19,aug,123,5,-1,0,unknown
1012,48,blue-collar,married,secondary,no,841,yes,no,unknown,19,may,215,1,-1,0,unknown
2631,37,admin.,single,secondary,no,-296,yes,no,cellular,20,apr,81,1,-1,0,unknown
1607,47,management,divorced,tertiary,no,1149,no,yes,cellular,15,jul,82,2,-1,0,unknown
2463,47,blue-collar,single,unknown,no,2443,no,no,unknown,18,jun,422,1,-1,0,unknown
1894,53,technician,married,unknown,no,619,no,no,unknown,17,jun,198,6,-1,0,unknown
1120,48,entrepreneur,married,secondary,no,725,no,yes,cellular,10,jul,105,1,-1,0,unknown
379,27,services,single,secondary,no,468,yes,no,cellular,13,may,109,1,-1,0,unknown
4310,36,management,married,tertiary,no,1852,no,no,unknown,8,may,362,1,-1,0,unknown
275,34,technician,married,secondary,no,4,yes,no,unknown,15,may,644,1,-1,0,unknown
3241,48,technician,married,secondary,no,5,no,no,unknown,9,jun,65,6,-1,0,unknown
1797,31,technician,single,secondary,no,125,no,no,cellular,22,aug,78,2,-1,0,unknown
3054,30,services,single,secondary,no,334,no,no,cellular,29,jan,389,2,-1,0,unknown
4317,27,services,single,secondary,yes,-1,no,no,cellular,22,jul,60,2,-1,0,unknown
4469,36,management,divorced,tertiary,no,0,no,no,cellular,28,aug,81,4,-1,0,unknown
3787,53,blue-collar,married,secondary,no,483,yes,no,cellular,3,feb,288,3,-1,0,unknown
2130,31,blue-collar,single,primary,no,864,yes,no,telephone,14,may,113,2,-1,0,unknown
1205,39,blue-collar,married,unknown,no,0,no,no,cellular,2,feb,731,1,193,3,failure
2011,31,blue-collar,married,primary,no,0,yes,yes,unknown,12,may,59,4,-1,0,unknown
1771,37,management,married,tertiary,no,347,yes,no,cellular,22,jul,282,1,-1,0,unknown
1736,40,admin.,single,secondary,no,100,yes,no,cellular,11,aug,221,1,461,1,success
180,28,technician,single,tertiary,no,172,yes,yes,cellular,2,feb,194,2,-1,0,unknown
748,35,entrepreneur,married,primary,no,2643,no,yes,cellular,8,jul,259,1,-1,0,unknown
1284,41,blue-collar,married,primary,no,849,yes,no,unknown,15,may,72,1,-1,0,unknown
2337,24,services,married,tertiary,no,0,yes,no,unknown,27,may,299,1,-1,0,unknown
2702,57,housemaid,married,secondary,no,158,yes,no,telephone,10,jul,73,1,-1,0,unknown
1200,58,self-employed,married,secondary,no,1407,yes,no,unknown,30,may,58,1,-1,0,unknown
1908,44,technician,single,secondary,no,-27,yes,yes,unknown,14,may,100,3,-1,0,unknown
1993,40,management,married,unknown,no,419,yes,no,cellular,10,jul,347,1,-1,0,unknown
3603,44,blue-collar,married,secondary,no,16178,yes,no,cellular,21,nov,297,1,-1,0,unknown
912,43,technician,single,tertiary,no,1017,yes,no,unknown,19,may,257,2,-1,0,unknown
3927,37,management,married,tertiary,no,1698,yes,no,unknown,6,jun,95,2,-1,0,unknown
1678,39,blue-collar,married,secondary,no,-405,yes,no,cellular,8,may,177,1,-1,0,unknown
3101,44,blue-collar,married,primary,no,2657,yes,no,unknown,20,jun,202,2,-1,0,unknown
1364,34,management,married,tertiary,no,1906,yes,no,cellular,14,jul,68,3,-1,0,unknown
3619,47,technician,married,primary,no,145,yes,no,unknown,7,may,157,6,-1,0,unknown
4188,43,blue-collar,married,primary,no,487,yes,no,unknown,7,may,548,2,-1,0,unknown
3561,51,technician,married,tertiary,no,1315,no,no,telephone,5,jun,303,2,-1,0,unknown
2292,45,technician,single,tertiary,no,2087,no,no,cellular,29,aug,29,14,-1,0,unknown
1112,35,technician,married,secondary,no,2789,yes,no,cellular,4,sep,256,2,94,1,failure
2687,45,technician,married,secondary,no,1673,no,no,cellular,23,oct,76,1,-1,0,unknown
4425,35,services,married,secondary,no,505,yes,yes,unknown,27,may,371,2,-1,0,unknown
742,46,services,married,secondary,no,0,yes,no,cellular,22,jun,154,1,124,1,other
1261,30,blue-collar,married,primary,no,1,yes,yes,telephone,22,jul,80,2,-1,0,unknown
4384,52,management,single,tertiary,no,4,no,yes,cellular,28,jul,30,9,-1,0,unknown
1275,41,blue-collar,married,secondary,no,-217,yes,no,cellular,11,may,313,1,349,3,other
3302,33,management,divorced,tertiary,no,0,yes,yes,cellular,19,aug,275,8,-1,0,unknown
580,29,management,married,tertiary,no,361,yes,yes,cellular,28,jul,819,3,-1,0,unknown
1968,52,management,married,tertiary,no,0,yes,no,cellular,9,jul,197,1,-1,0,unknown
4335,37,services,single,secondary,no,105,no,yes,unknown,17,jun,260,4,-1,0,unknown
3624,50,self-employed,married,tertiary,no,202,yes,no,cellular,15,apr,107,1,148,4,failure
1940,27,student,single,secondary,no,213,no,no,cellular,27,mar,378,1,-1,0,unknown
2865,51,housemaid,divorced,secondary,no,9228,no,no,cellular,18,jul,655,4,-1,0,unknown
505,31,unemployed,married,secondary,no,296,yes,no,unknown,20,may,378,3,-1,0,unknown
3372,32,management,single,tertiary,no,1160,yes,yes,unknown,11,jun,450,2,-1,0,unknown
864,43,management,married,primary,no,8167,yes,no,unknown,19,may,114,2,-1,0,unknown
4121,34,management,married,tertiary,no,-308,yes,no,cellular,30,apr,140,2,-1,0,unknown
3009,57,blue-collar,married,primary,no,93,yes,no,telephone,17,apr,137,1,-1,0,unknown
3671,37,blue-collar,married,secondary,no,67,no,no,unknown,3,jun,45,2,-1,0,unknown
2304,57,management,married,secondary,no,139,no,no,cellular,17,aug,80,1,-1,0,unknown
442,42,technician,single,secondary,no,275,no,no,cellular,26,aug,31,8,-1,0,unknown
960,52,technician,married,secondary,no,196,yes,yes,cellular,24,feb,116,1,273,3,failure
3726,45,technician,married,unknown,no,473,yes,no,unknown,27,may,147,1,-1,0,unknown
